메이커,모델,스펙,배기량,기통,변속기,연료,CITY연비,HWY연비,CO2배출량
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,AT,에탄올,6.41,9.26,221
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,AT,에탄올,6.13,8.62,236
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AT,에탄올,5.88,8.7,239
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,AT,에탄올,5.18,6.94,284
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,AT,에탄올,5.03,7.14,286
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,AT,에탄올,4.93,6.54,301
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,AT,에탄올,4.88,6.94,295
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,AT,에탄올,4.88,7.14,288
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,AT,에탄올,4.5,6.54,317
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,AT,에탄올,4.88,7.14,288
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,AT,에탄올,4.78,6.9,300
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,AT,에탄올,6.41,9.09,223
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,AT,에탄올,6.13,8.47,234
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AT,에탄올,5.88,8.55,240
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,AT,에탄올,5.18,6.99,284
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,AT,에탄올,5.08,7.19,284
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,AT,에탄올,4.95,6.58,294
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,AT,에탄올,4.83,6.94,315
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,AT,에탄올,5,7.41,284
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,AT,에탄올,4.52,6.49,317
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,AT,에탄올,5,7.41,284
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,AT,에탄올,4.81,6.9,299
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AT,에탄올,5.81,8.62,245
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,AT,에탄올,5.18,6.94,284
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,AT,에탄올,5.08,7.19,283
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,AT,에탄올,4.95,6.58,296
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,AT,에탄올,4.76,6.67,309
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,AT,에탄올,5.05,7.19,285
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,AT,에탄올,4.48,6.37,321
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,AT,에탄올,5.05,7.19,285
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,AT,에탄올,4.81,6.9,299
CHEVROLET,Impala,FULL-SIZE,3.6,6,AT,에탄올,5.81,8.62,245
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,AT,에탄올,4.74,6.67,306
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,AT,에탄올,4.55,6.21,322
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,AT,에탄올,4.72,7.19,298
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,AT,에탄올,4.5,6.58,317
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,AT,에탄올,4.72,7.19,298
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,AT,에탄올,4.61,6.99,305
CHEVROLET,Impala,FULL-SIZE,3.6,6,AT,에탄올,5.81,8.62,246
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,AT,에탄올,4.5,6.17,326
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,AT,에탄올,4.48,5.52,342
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,AT,에탄올,4.72,7.19,298
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,AT,에탄올,4.5,6.54,319
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,AT,에탄올,4.72,7.19,298
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,AT,에탄올,4.61,6.99,305
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,8.1,13,237
CHRYSLER,200,COMPACT,2.4,4,AT,휘발유,8.5,12.2,232
CHRYSLER,200,COMPACT,2.4,4,AT,휘발유,7.8,12.3,246
CHRYSLER,200,COMPACT,3.6,6,AT,휘발유,8,12.3,242
CHRYSLER,200,MID_SIZE,2.4,4,AT,휘발유,8.9,12.5,225
CHRYSLER,200,MID_SIZE,2.4,4,AT,휘발유,8.3,13.2,230
CHRYSLER,200,MID_SIZE,3.6,6,AT,휘발유,8,12.3,242
CHRYSLER,300,FULL_SIZE,5.7,8,AT,휘발유,6.3,10.9,294
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,7.8,11.6,251
CHRYSLER,300,FULL_SIZE,5.7,8,AT,휘발유,6.2,10,308
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,7.8,11.6,251
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,8.1,13,237
CHRYSLER,300,FULL_SIZE,6.4,8,AT,고급유,6,9.7,317
CHRYSLER,TOWN,MINIVAN,3.6,6,AT,휘발유,7.1,10.5,276
CHRYSLER,200,MID_SIZE,2.4,4,AT,휘발유,9.8,15.6,196
CHRYSLER,200,MID_SIZE,2.4,4,AT,휘발유,9.8,15.6,196
CHRYSLER,200,MID_SIZE,3.6,6,AT,휘발유,8.1,13.3,235
CHRYSLER,200,MID_SIZE,3.6,6,AT,휘발유,8.1,13.3,235
CHRYSLER,200,MID_SIZE,3.6,6,AT,휘발유,7.8,12.3,246
CHRYSLER,200,MID_SIZE,3.6,6,AT,휘발유,7.8,12.3,246
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,8.1,13,237
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,8.1,13,237
CHRYSLER,300,FULL_SIZE,5.7,8,AT,휘발유,6.8,10.8,283
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,7.8,11.6,251
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,7.8,11.6,251
CHRYSLER,TOWN,MINIVAN,3.6,6,AT,휘발유,7.1,10.5,276
CHRYSLER,200,MID_SIZE,2.4,4,AT,휘발유,9.8,15.6,198
CHRYSLER,200,MID_SIZE,3.6,6,AT,휘발유,8.1,13.3,239
CHRYSLER,200,MID_SIZE,3.6,6,AT,휘발유,7.8,12.3,250
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,8.1,13,240
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,8.1,13,240
CHRYSLER,300,FULL_SIZE,5.7,8,AT,휘발유,6.8,10.8,289
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,7.8,11.6,257
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,7.8,11.6,257
CHRYSLER,TOWN,MINIVAN,3.6,6,AT,휘발유,7.1,10.5,282
CHRYSLER,200,MID_SIZE,2.4,4,AT,휘발유,9.8,15.2,201
CHRYSLER,200,MID_SIZE,3.6,6,AT,휘발유,8.1,13.2,241
CHRYSLER,200,MID_SIZE,3.6,6,AT,휘발유,7.8,12,252
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,8.1,12.8,242
CHRYSLER,300,FULL_SIZE,5.7,8,AT,휘발유,6.8,10.6,289
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,7.8,11.5,258
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,7.8,11.5,258
CHRYSLER,PACIFICA,MINIVAN,3.6,6,AT,휘발유,7.8,11.9,257
CHRYSLER,PACIFICA,MINIVAN,3.6,6,AT,휘발유,8.1,11.9,249
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,8.1,12.8,242
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,8.1,12.8,242
CHRYSLER,300,FULL_SIZE,5.7,8,AT,휘발유,6.8,10.6,289
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,7.8,11.5,258
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,7.8,11.5,258
CHRYSLER,PACIFICA,MINIVAN,3.6,6,AT,휘발유,7.8,11.9,259
CHRYSLER,PACIFICA,MINIVAN,3.6,6,AT,휘발유,8.1,11.9,249
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,8.1,12.8,242
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,8.1,12.8,242
CHRYSLER,300,FULL_SIZE,5.7,8,AT,휘발유,6.8,10.6,289
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,7.8,11.5,258
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,7.8,11.5,258
CHRYSLER,PACIFICA,MINIVAN,3.6,6,AT,휘발유,7.8,11.9,259
CHRYSLER,PACIFICA,MINIVAN,3.6,6,AT,휘발유,8.1,11.9,249
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,8.1,12.8,242
CHRYSLER,300,FULL_SIZE,5.7,8,AT,휘발유,6.8,10.6,289
CHRYSLER,300,FULL_SIZE,3.6,6,AT,휘발유,7.8,11.5,258
CHRYSLER,PACIFICA,MINIVAN,3.6,6,AT,휘발유,8.1,11.9,249
CHRYSLER,VOYAGER,MINIVAN,3.6,6,AT,휘발유,8.1,11.9,249
CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,AT,에탄올,5.88,8.93,230
CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,AT,에탄올,5.88,8.93,230
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,AT,에탄올,5.78,8.55,237
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,AT,에탄올,5.95,9.71,222
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,AT,에탄올,5.08,7.52,269
CHRYSLER,200 FFV,MID-SIZE,2.4,4,AT,에탄올,7.35,11.76,181
CHRYSLER,200 FFV,MID-SIZE,3.6,6,AT,에탄올,6.06,9.9,218
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,AT,에탄올,5.92,9.26,226
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,AT,에탄올,5.95,9.71,222
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,AT,에탄올,5.78,8.55,237
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,AT,에탄올,5.08,7.52,269
CHRYSLER,200 FFV,MID-SIZE,2.4,4,AT,에탄올,7.35,11.76,186
CHRYSLER,200 FFV,MID-SIZE,3.6,6,AT,에탄올,6.06,9.9,225
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,AT,에탄올,5.92,9.26,232
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,AT,에탄올,5.95,9.71,229
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,AT,에탄올,5.78,8.55,243
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,AT,에탄올,5.08,7.52,279
CHRYSLER,200 FFV,MID-SIZE,2.4,4,AT,에탄올,7.19,11.24,192
CHRYSLER,200 FFV,MID-SIZE,3.6,6,AT,에탄올,5.95,9.62,230
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,AT,에탄올,5.85,9.01,237
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,AT,에탄올,5.68,8.33,248
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,AT,에탄올,5.85,9.43,234
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,AT,에탄올,5.68,8.33,248
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,AT,에탄올,5.85,9.43,234
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,AT,에탄올,5.68,8.33,248
GENESIS,G80,FULL_SIZE,3.8,6,CVT,휘발유,7,10.5,286
GENESIS,G80,FULL_SIZE,5,8,CVT,고급유,5.8,9.5,332
GENESIS,G90,FULL_SIZE,3.3,6,CVT,고급유,7.3,10.3,279
GENESIS,G90,FULL_SIZE,5,8,CVT,고급유,6.6,9.8,306
GENESIS,G80,FULL_SIZE,3.3,6,CVT,고급유,7.2,10.3,282
GENESIS,G80,FULL_SIZE,3.8,6,CVT,휘발유,7.5,10.4,276
GENESIS,G80,FULL_SIZE,5,8,CVT,고급유,6.4,9.6,312
GENESIS,G90,FULL_SIZE,3.3,6,CVT,고급유,7.3,10.3,279
GENESIS,G90,FULL_SIZE,5,8,CVT,고급유,6.6,9.8,306
GENESIS,G70,COMPACT,2,4,MT,고급유,7.8,11.8,255
GENESIS,G70,COMPACT,2,4,CVT,고급유,8.7,11.5,241
GENESIS,G70,COMPACT,3.3,6,CVT,고급유,7.5,10.5,274
GENESIS,G80,FULL_SIZE,3.3,6,CVT,고급유,7.2,10.3,282
GENESIS,G80,FULL_SIZE,3.8,6,CVT,휘발유,7.5,10.4,276
GENESIS,G80,FULL_SIZE,5,8,CVT,고급유,6.4,9.6,312
GENESIS,G90,FULL_SIZE,3.3,6,CVT,고급유,7.3,10.3,279
GENESIS,G90,FULL_SIZE,5,8,CVT,고급유,6.6,9.8,306
GENESIS,G70,COMPACT,2,4,MT,고급유,7.8,11.8,255
GENESIS,G70,COMPACT,2,4,CVT,고급유,8.8,11.6,238
GENESIS,G70,COMPACT,3.3,6,CVT,고급유,7.1,10.5,284
GENESIS,G80,FULL_SIZE,3.3,6,CVT,고급유,7.2,10.3,282
GENESIS,G80,FULL_SIZE,3.8,6,CVT,휘발유,7.5,10.4,276
GENESIS,G80,FULL_SIZE,5,8,CVT,고급유,6.4,9.6,312
GENESIS,G90,FULL_SIZE,3.3,6,CVT,고급유,7.4,10.5,280
GENESIS,G90,FULL_SIZE,5,8,CVT,고급유,6.5,9.8,311
GMC,ACADIA,SUV ,3.6,6,AT,휘발유,7,10.1,283
GMC,ACADIA,SUV ,3.6,6,AT,휘발유,6.7,9.6,297
GMC,SAVANA,VAN ,4.3,6,AT,휘발유,5.8,7.9,347
GMC,SAVANA,VAN ,5.3,8,AT,휘발유,5.6,7.5,366
GMC,SAVANA,VAN ,5.3,8,AT,휘발유,5.5,7,380
GMC,SAVANA,VAN ,5.3,8,AT,휘발유,5.4,7.2,380
GMC,SAVANA,VAN ,5.3,8,AT,휘발유,5.5,7,380
GMC,SAVANA,VAN ,5.3,8,AT,휘발유,5.4,7.2,380
GMC,SAVANA,VAN ,5.3,8,AT,휘발유,5.5,7,380
GMC,SAVANA,VAN ,4.8,8,AT,휘발유,4.7,7,414
GMC,SAVANA,VAN ,6,8,AT,휘발유,4.6,6.7,432
GMC,SAVANA,VAN ,4.8,8,AT,휘발유,4.7,7,419
GMC,SAVANA,VAN ,6,8,AT,휘발유,4.5,6.7,435
GMC,SIERRA,PICKUP TRUCK ,4.3,6,AT,휘발유,7.5,10.1,271
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.8,9.7,292
GMC,SIERRA,PICKUP TRUCK ,6.2,8,AT,고급유,6.1,8.8,324
GMC,SIERRA,PICKUP TRUCK ,4.3,6,AT,휘발유,7,9.4,290
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.7,9.4,299
GMC,SIERRA,PICKUP TRUCK ,6.2,8,AT,고급유,6.1,8.5,329
GMC,TERRAIN,SUV ,2.4,4,AT,휘발유,9.5,13.7,209
GMC,TERRAIN,SUV ,3.6,6,AT,휘발유,7.2,10.4,276
GMC,TERRAIN,SUV ,2.4,4,AT,휘발유,8.7,12.2,230
GMC,TERRAIN,SUV ,3.6,6,AT,휘발유,6.8,10.1,290
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.3,9,317
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.3,9,317
GMC,YUKON,SUV ,6.2,8,AT,고급유,5.9,8.5,338
GMC,YUKON,SUV ,6.2,8,AT,고급유,5.3,7.5,377
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.3,9,317
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.3,9,317
GMC,ACADIA,SUV ,3.6,6,AT,휘발유,7,10.1,283
GMC,ACADIA,SUV ,3.6,6,AT,휘발유,6.8,9.8,290
GMC,CANYON,PICKUP TRUCK ,2.5,4,AT,휘발유,8.4,11.4,242
GMC,CANYON,PICKUP TRUCK ,2.5,4,MT,휘발유,8.2,11,248
GMC,CANYON,PICKUP TRUCK ,3.6,6,AT,휘발유,7.7,10.9,260
GMC,CANYON,PICKUP TRUCK ,2.5,4,AT,휘발유,7.9,10.5,260
GMC,CANYON,PICKUP TRUCK ,3.6,6,AT,휘발유,7.4,10.2,271
GMC,SAVANA,VAN ,4.8,8,AT,휘발유,4.8,7,414
GMC,SAVANA,VAN ,6,8,AT,휘발유,4.5,6.7,432
GMC,SAVANA,VAN ,6,8,AT,휘발유,4.5,6.7,432
GMC,SAVANA,VAN ,4.8,8,AT,휘발유,4.7,7,416
GMC,SAVANA,VAN ,6,8,AT,휘발유,4.5,6.6,437
GMC,SAVANA,VAN ,6,8,AT,휘발유,4.5,6.6,437
GMC,SIERRA,PICKUP TRUCK ,4.3,6,AT,휘발유,7.5,10.1,274
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.8,9.7,292
GMC,SIERRA,PICKUP TRUCK ,6.2,8,AT,고급유,6.2,8.8,322
GMC,SIERRA,PICKUP TRUCK ,4.3,6,AT,휘발유,7.1,9.4,288
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.7,9.3,299
GMC,SIERRA,PICKUP TRUCK ,6.2,8,AT,고급유,6.1,8.6,327
GMC,TERRAIN,SUV ,2.4,4,AT,휘발유,9.5,13.7,209
GMC,TERRAIN,SUV ,2.4,4,AT,휘발유,9.5,13.7,209
GMC,TERRAIN,SUV ,3.6,6,AT,휘발유,7,10.5,278
GMC,TERRAIN,SUV ,2.4,4,AT,휘발유,8.7,12.2,230
GMC,TERRAIN,SUV ,3.6,6,AT,휘발유,6.8,10.1,290
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.7,9.9,292
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.6,9.6,299
GMC,YUKON,SUV ,6.2,8,AT,고급유,6.2,8.8,322
GMC,YUKON,SUV ,6.2,8,AT,고급유,6.3,9,317
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.7,9.9,292
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.5,9.3,306
GMC,YUKON,SUV ,6.2,8,AT,고급유,6,8.5,334
GMC,YUKON,SUV ,6.2,8,AT,고급유,6.1,8.5,329
GMC,ACADIA,SUV ,3.6,6,AT,휘발유,6.3,9.4,315
GMC,ACADIA,SUV ,3.6,6,AT,휘발유,6.2,9.3,323
GMC,CANYON,PICKUP TRUCK ,2.5,4,AT,휘발유,8.4,11.2,247
GMC,CANYON,PICKUP TRUCK ,2.5,4,MT,휘발유,8.2,11,253
GMC,CANYON,PICKUP TRUCK ,2.8,4,AT,경유,9.3,13,252
GMC,CANYON,PICKUP TRUCK ,3.6,6,AT,휘발유,7.7,10.9,265
GMC,CANYON,PICKUP TRUCK ,2.5,4,AT,휘발유,7.9,10.4,265
GMC,CANYON,PICKUP TRUCK ,2.8,4,AT,경유,8.3,12.2,277
GMC,CANYON,PICKUP TRUCK ,3.6,6,AT,휘발유,7.4,10.1,279
GMC,SAVANA,VAN ,6,8,AT,휘발유,4.5,6.7,441
GMC,SAVANA,VAN ,6,8,AT,휘발유,4.3,6.3,465
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.8,9.6,298
GMC,SIERRA,PICKUP TRUCK ,6.2,8,AT,고급유,6.2,8.8,327
GMC,SIERRA,PICKUP TRUCK ,4.3,6,AT,휘발유,7.4,10,280
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.8,9.6,298
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.7,9.3,307
GMC,SIERRA,PICKUP TRUCK ,6.2,8,AT,고급유,6.1,8.6,332
GMC,SIERRA,PICKUP TRUCK ,4.3,6,AT,휘발유,7,9.3,296
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.7,9.3,306
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.9,8.9,304
GMC,TERRAIN,SUV ,2.4,4,AT,휘발유,9.5,13.7,214
GMC,TERRAIN,SUV ,3.6,6,AT,휘발유,7,10.5,285
GMC,TERRAIN,SUV ,2.4,4,AT,휘발유,9.5,13.7,214
GMC,TERRAIN,SUV ,2.4,4,AT,휘발유,8.7,12.2,235
GMC,TERRAIN,SUV ,3.6,6,AT,휘발유,6.7,9.9,300
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.6,9.6,304
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.6,9.6,304
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.6,9.3,310
GMC,YUKON,SUV ,6.2,8,AT,고급유,6.3,9,323
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.6,9.3,310
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.6,9.6,304
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.6,9.6,304
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.5,9.3,312
GMC,YUKON,SUV ,6.2,8,AT,고급유,6.1,8.5,334
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.5,9.3,312
GMC,ACADIA,SUV ,2.5,4,AT,휘발유,9.1,10.9,239
GMC,ACADIA,SUV ,3.6,6,AT,휘발유,7.7,10.8,265
GMC,ACADIA,SUV ,2.5,4,AT,휘발유,8.9,10.6,243
GMC,ACADIA,SUV ,3.6,6,AT,휘발유,7.5,10.5,271
GMC,CANYON,PICKUP TRUCK ,2.5,4,AT,휘발유,8.3,10.9,252
GMC,CANYON,PICKUP TRUCK ,2.5,4,MT,휘발유,8.2,10.9,254
GMC,CANYON,PICKUP TRUCK ,2.8,4,AT,경유,9.3,12.7,255
GMC,CANYON,PICKUP TRUCK ,3.6,6,AT,휘발유,7.5,10.4,274
GMC,CANYON,PICKUP TRUCK ,2.5,4,AT,휘발유,7.9,10.4,263
GMC,CANYON,PICKUP TRUCK ,2.8,4,AT,경유,8.3,11.9,280
GMC,CANYON,PICKUP TRUCK ,3.6,6,AT,휘발유,7.1,10.1,286
GMC,SAVANA,VAN ,6,8,AT,휘발유,4.6,6.8,438
GMC,SAVANA,VAN ,6,8,AT,휘발유,4.5,6.7,445
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.8,9.7,297
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.6,9.3,309
GMC,SIERRA,PICKUP TRUCK ,6.2,8,AT,고급유,6.3,8.9,323
GMC,SIERRA,PICKUP TRUCK ,4.3,6,AT,휘발유,7.5,10,279
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.8,9.7,298
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.7,9.3,307
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.3,8.7,327
GMC,SIERRA,PICKUP TRUCK ,6.2,8,AT,고급유,6.3,8.5,330
GMC,SIERRA,PICKUP TRUCK ,4.3,6,AT,휘발유,7.1,9.4,294
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.7,9.3,307
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.9,8.9,303
GMC,TERRAIN,SUV ,2.4,4,AT,휘발유,9.1,13.3,221
GMC,TERRAIN,SUV ,2.4,4,AT,휘발유,9.1,13.3,221
GMC,TERRAIN,SUV ,3.6,6,AT,휘발유,7.1,10.3,285
GMC,TERRAIN,SUV ,2.4,4,AT,휘발유,8.7,12,237
GMC,TERRAIN,SUV ,3.6,6,AT,휘발유,6.7,9.6,304
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.6,9.6,305
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.6,9.6,305
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.6,9.3,310
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.6,9.3,310
GMC,YUKON,SUV ,6.2,8,AT,고급유,6.3,8.5,330
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.6,9.6,305
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.6,9.6,305
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.5,9.3,312
GMC,YUKON,SUV ,5.3,8,AT,휘발유,6.5,9.3,312
GMC,YUKON,SUV ,6.2,8,AT,고급유,6.1,8.5,333
GMC,ACADIA,SUV ,2.5,4,AT,휘발유,9.1,10.9,239
GMC,ACADIA,SUV ,3.6,6,AT,휘발유,7.6,10.6,268
GMC,ACADIA,SUV ,2.5,4,AT,휘발유,8.9,10.6,243
GMC,ACADIA,SUV ,3.6,6,AT,휘발유,7.4,10.5,275
GMC,CANYON,PICKUP TRUCK ,2.5,4,AT,휘발유,8.3,10.9,253
GMC,CANYON,PICKUP TRUCK ,2.5,4,MT,휘발유,8.4,10.9,251
GMC,CANYON,PICKUP TRUCK ,2.8,4,AT,경유,9.3,12.5,257
GMC,CANYON,PICKUP TRUCK ,3.6,6,AT,휘발유,7.5,10.4,274
GMC,CANYON,PICKUP TRUCK ,2.5,4,AT,휘발유,7.9,10.2,266
GMC,CANYON,PICKUP TRUCK ,2.8,4,AT,경유,8.3,12,279
GMC,CANYON,PICKUP TRUCK ,3.6,6,AT,휘발유,7.1,10,288
GMC,SIERRA,PICKUP TRUCK ,4.3,6,AT,휘발유,7.5,10,278
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.8,9.7,298
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.8,9.7,298
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.7,9.2,307
GMC,SIERRA,PICKUP TRUCK ,6.2,8,AT,고급유,6.3,8.9,323
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,7.5,10,278
GMC,SIERRA,PICKUP TRUCK ,4.3,6,AT,휘발유,7.1,9.4,294
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.7,9.3,307
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.7,9.3,307
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.4,8.6,324
GMC,SIERRA,PICKUP TRUCK ,6.2,8,AT,고급유,6.3,8.5,331
GMC,SIERRA,PICKUP TRUCK ,5.3,8,AT,휘발유,6.9,8.9,304
GMC,TERRAIN,SUV ,1.5,4,AT,휘발유,10.9,12.7,201
